code,concept
C160122,Temozolomide Regimen
C160128,Topical Imiquimod Regimen
C172063,Autologous Anti-CD20 CAR Transduced CD4/CD8 Enriched T-cells MB-CART20.1
C172639,BAP1-Related Tumor Predisposition Syndrome
C172999,MATCH Arm EAY131-H
C173025,MATCH Arm EAY131-S2
C173033,MATCH Arm EAY131-Z1A
C174139,MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells
C174501,Choroid Nevus
C174502,Uveal Nevus
C179500,WT1/PRAME/Survivin-specific T-cells MANA-312
C180908,Autologous Multiple Antigen-specific T-cells MASE-T
C180910,Lenvatinib/Pembrolizumab Regimen
C180955,Cervical Cancer TNM Finding v9
C188298,T4e TNM Finding
C188358,Autologous Anti-CD20CAR-CD28-4-1BB-CD3zeta T-lymphocytes MB-106
C190696,GNAQ/GNA11 Antagonist DYP688
C190828,Anti-GD2 scFv/Anti-DOTA scFv Fusion Protein GD2-SADA
C1973,CancerVax
C201067,Autologous Anti-MAGE-A1 TCR-engineered T-cells TSC-204-A0201
C204790,Cutaneous Spitz Tumor
C205069,Diffuse Meningeal Melanocytic Neoplasm
C207662,Vulvar Cancer by AJCC v9 Stage
C211619,PRAME-targeting TCR-engineered NK Cells
C213091,Conjunctival WNT-Activated Deep Penetrating/Plexiform Melanocytoma (Nevus)
C213204,Nivolumab and Recombinant Human Hyaluronidase Regimen
C213503,CIC/MEGF8 Fusion Gene
C214248,FACT-M Version 4 - I Have a Lack of Energy
C214250,FACT-M Version 4 - Trouble Meeting Needs of Family
C214254,FACT-M Version 4 - I Am Forced to Spend Time in Bed
C214256,FACT-M Version 4 - Get Emotional Support From Family
C214262,FACT-M Version 4 - I Feel Sad
C214268,FACT-M Version 4 - I Am Able to Work
C214276,FACT-M Version 4 - Noticed New Changes in My Skin
C214287,FACT-M Version 4 - Feel Overwhelmed by My Condition
C214297,FACT-M Version 4 - Feel Numbness at My Surgical Site
C215032,Eyelid Melanocytic Neoplasm
C21847,Unclassified Malignant Spindle Cell Neoplasm of the Mouse Skin
C2212,MAGE-3 Peptide Vaccine
C2214,Dendritic Cell-gp100-MART-1 Antigen Vaccine
C222717,Nasopharyngeal Cancer TNM Finding v9
C23026,Cytokeratin-8 Staining Method
C2368,Monoclonal Antibody 14G2A
C2376,GM2-KLH Vaccine
C2409,Monoclonal Antibody Me1-14 F(ab')2
C2426,Dendritic Cell-MART-1 Peptide Vaccine
C2431,Iodine I 131 Monoclonal Antibody 3F8
C2531,Vaccinia-Tyrosinase Vaccine
C2761,gp100-Fowlpox Vaccine
C2763,gp100: ES209-217(210M) Peptide
C2773,MART-1 Adenovirus Vaccine
C2775,MART-1:27-35 Peptide Vaccine
C2807,Recombinant Fowlpox-Tyrosinase Vaccine
C2818,Tyrosinase:206-214 Peptide
C2820,Tyrosinase:368-376(370D) Peptide
C29115,Imexon
C29199,Monoclonal Antibody 48.7
C29202,Monoclonal Antibody 8.2
C29556,gp100 Peptide-sensitized Autologous T-cells (CD4+ and CD8+)
C3074,Hairy Nevus
C3436,Uveal Neoplasm
C3694,Cutaneous Dysplastic Nevus
C37450,NA17-A Antigen
C37507,NY-ESO-1 Protein Vaccine Plus Montanide ISA-51 VG
C38125,gp100-Reactive Autologous Tumor Infiltrating Lymphocyte
C38135,Anti-gp100 TCR Retroviral Vector-Transduced Autologous TIL
C38137,Anti-MART-1 TCR Retroviral Vector-Transduced Autologous TIL
C38587,Autologous Anti-MART-1 F5 T-Cell Receptor Gene-Engineered Peripheral Blood Lymphocytes
C39782,Ganglioside GD3
C4234,Cutaneous Giant Congenital Nevus
C4556,Iris Nevus
C4800,Retinal Neoplasm
C48368,Adenovector Encoding MDA7
C48465,Fowlpox-NY-ESO-1 Vaccine
C48631,gp100:614-622 Peptide
C48706,N1 TNM Finding
C48723,T1c TNM Finding
C48827,Melanocyte-Stimulating Hormone Receptor
C51263,PLK1 wt Allele
C52084,MC1R wt Allele
C60882,Recombinant Bispecific Single-Chain Antibody rM28
C63402,Carboplatin/Paclitaxel Regimen
C63667,Mofarotene
C63785,CVD-Aldesleukin-Interferon Alfa-2b Regimen
C72726,Ciglitazone
C73556,ABCB5 wt Allele
C7431,Malignant Ovarian Neoplasm
C7482,Metastatic Malignant Neoplasm in the Gallbladder
C77877,Murine TYRP2 Plasmid DNA Vaccine
C78477,Topical Betulinic Acid
C81853,MIRLET7B wt Allele
C82171,MIR221 wt Allele
C82886,DCT wt Allele
C91702,Pegargiminase
C94217,Anti-CTLA4 MoAb RNA-transfected Autologous Dendritic Cell Vaccine
C96735,Recombinant B. pertussis Adenylate Cyclase Toxin-Tyrosinase A2 Epitope Vaccine
C98181,SPRY4 Intronic Transcript 1
C102753,Adenovirus Encoding Tyrosinase/MART-1/MAGEA6-transduced Autologous Dendritic Cell Vaccine
C104500,MAGEA2 wt Allele
C1106,Fotemustine
C111026,Loops Forming Networks
C115979,HLA-DP0401/0402-Restricted MAGE-A3-Reactive T Cell Receptor-transduced Autologous T Cells
C117182,MALME-3M
C117188,SK-MEL-2
C126686,Autologous MAGE-A10-specific HLA-A2-restricted TCR c796 Gene-engineered Lymphocytes
C131215,Montanide ISA-51 VG/KLH/NY-ESO-1/MART-1 Peptide Vaccine
C133794,Anal Cancer by AJCC v8 Stage
C137676,Stage IIID
C139618,Vulvar Cancer by AJCC v8 Stage
C139632,Vaginal Cancer TNM Finding v8
C139657,Vaginal Cancer by AJCC v8 Stage
C140044,Penile Cancer TNM Finding v8
C140457,Urethral Cancer by AJCC v8 Stage
C143094,CDH10 wt Allele
C143097,CDH17 wt Allele
C156136,Autologous PRAME-targeting TCR-modified T Cells MDG1011
C159276,Satellite Lesion
C160061,Intralesional BCG Regimen
C160067,Ipilimumab Regimen
C160108,Pembrolizumab Regimen
C16125,High Dose Interferon Alpha 2a
C161962,Dacarbazine/Dactinomycin Regimen
C162624,Patient-derived WT1/PRAME/Survivin-specific Cytotoxic T-lymphocytes
C165525,BAP1-Inactivated Melanocytoma
C166968,Biropepimut-S
C173427,Allogeneic Plasmacytoid Dendritic Cells Expressing Lung Tumor Antigens PDC*lung01
C174500,Ciliary Body Nevus
C181562,Cervical Cancer by AJCC v9 Stage
C186508,Entrectinib Regimen
C186513,Trametinib Regimen
C198548,Tebentafusp Regimen
C206172,MAGE-A4-specific T-cell Engager CDR404
C206435,CRTC1-TRIM11 Cutaneous Tumor
C207789,Anal Cancer by AJCC v9 Stage
C208190,CD228-targeting Agent
C214253,FACT-M Version 4 - I Feel Ill
C214263,FACT-M Version 4 - Satisfied With How I Am Coping
C214265,FACT-M Version 4 - I Feel Nervous
C214277,FACT-M Version 4 - Worry Appearance Surgical Scars
C214279,FACT-M Version 4 - Limit Physical Activity Because Condition
C214286,FACT-M Version 4 - Limit My Social Activity
C214288,FACT-M Version 4 - Isolate From Others Because Condition
C214290,FACT-M Version 4 - I Feel Fatigued
C214292,FACT-M Version 4 - Swelling as a Result of Surgery
C214293,FACT-M Version 4 - Bothered by Amount of Swelling
C214294,FACT-M Version 4 - Movement of Swollen Area Painful
C214296,FACT-M Version 4 - Swelling Keeps Me From Wearing
C214301,FACT-M Version 4 - Emotional Subscale Score
C214302,FACT-M Version 4 - Functional Subscale Score
C214307,FACT-M Version 4 - Total Score
C215082,Anti-MAGE-A4/Anti-CD3 Bispecific Antibody RO7617991
C221744,MBD4-Associated Neoplasia Syndrome
C222250,Shelterin-Related Tumor Predisposition Syndrome
C224049,Oropharyngeal (HPV-Associated) Carcinoma by AJCC v9 Stage
C2384,Tyrosinase-KLH
C2386,gp100 Antigen
C25734,Breslow Thickness
C2758,gp100 cDNA/Gold Complex
C2760,gp100 and GM-CSF DNA/Gold Vaccine
C2765,gp100:17-25 Peptide
C2766,gp100:209-217 Peptide
C2776,MART-1 Fowlpox Vaccine
C2819,Tyrosinase:240-251(244S) Peptide
C28725,Recombinant Tyrosinase-Related Protein-1
C29068,gp100 Vaccinia Vaccine
C29188,MAGE-3 Peptide (9-mer)
C29205,Monoclonal Antibody 96.5
C38119,ESO-1 Reactive Autologous Peripheral Blood Lymphocyte
C38136,Anti-gp100 TCR Retroviral Vector-Transduced Autologous PBL
C4766,Malignant Ciliary Body Neoplasm
C48410,Mouse gp100 Plasmid DNA Vaccine
C48633,HLA-B44-Restricted MAGE-3 Peptide
C48708,N1b TNM Finding
C48711,N2a TNM Finding
C48731,T3c TNM Finding
C49085,Tremelimumab
C516,Ganglioside GM2
C61088,MAGE-A3/HPV 16 Peptide Vaccine
C64768,Vemurafenib
C71535,Indoximod
C731,Pentamidine
C73557,ATP-Binding Cassette Sub-Family B Member 5
C7379,Malignant Anal Neoplasm
C78854,Dinaciclib
C80056,Ioflubenzamide I-131
C81756,MIR221 Gene
C82172,MIR222 wt Allele
C84873,Recombinant Human Anti-TGF-beta Monoclonal Antibody
C90020,Anal Cancer TNM Finding v7
C90570,HLA-A1-Binding MAGE-1/MAGE-3 Multipeptide-Pulsed Autologous Dendritic Cell Vaccine
C91092,Anti-Melanin Monoclonal Antibody PTI-6D2
C9305,Malignant Neoplasm
C94216,GITRL RNA-transfected Autologous Dendritic Cell Vaccine
C94218,Anti-CTLA4 MoAb RNA/GITRL RNA-transfected Autologous Dendritic Cell Vaccine
C96953,Metastatic Malignant Neoplasm in the Extrahepatic Bile Ducts
C98179,SPRY4-IT1 Gene
C131206,SAMMSON Gene
C22055,Mouse Meningeal Melanomatosis
C104510,MAGEA1 wt Allele
C101787,TIL 1383I T Cell Receptor-Transduced Autologous T Cells
C104047,CTAG2 wt Allele
C107166,pBCAR3 Phosphopeptide-tetanus Peptide Vaccine
C11081,BOLD Regimen
C111024,Presence of Extravascular Matrix Patterns
C11571,GM2-KLH Vaccine/QS21
C116862,MAGE-A3/12-specific TCR Gene-transduced Autologous PBLs
C117183,M14
C117226,MDA-N
C120016,Lymph Node Gene Expression Signature
C1269,TAG-72 Antigen
C127125,NY-ESO-1/PRAME/MAGE-A3/WT-1 Peptide Vaccine
C129313,Factor VII-targeting Immunoconjugate Protein ICON-1
C132688,Lip and Oral Cavity Cancer TNM Finding v8
C133762,Anal Cancer TNM Finding v8
C135534,Autologous MAGE-A3/A6-specific TCR Gene-engineered Lymphocytes KITE-718
C136283,Carboplatin/Nab-paclitaxel Regimen
C136426,Anti-GD3 Antibody-drug Conjugate PF-06688992
C1387,MAGE-1 Antigen
C140089,CDKN2B-AS1 wt Allele
C140513,Eyelid Carcinoma by AJCC v8 Stage
C140527,Conjunctival Carcinoma TNM Finding v8
C140883,Disease-specific Graded Prognostic Assessment
C143040,CYSLTR2 wt Allele
C148412,T3d TNM Finding
C160017,Dabrafenib Regimen
C160018,Dacarbazine Regimen
C160045,High-dose Aldesleukin Regimen
C160054,Imatinib Regimen
C160060,Aldesleukin Intralesional Regimen
C160063,Talimogene Laherparepvec Intralesional Regimen
C160140,Vemurafenib Regimen
C17231,Ultraviolet Radiation
C175351,Zedenoleucel
C175443,WT1-H/K-HELP-survivin-H/K-HELP-MAGE-A4-H / K-HELP-MUC1-22 Peptide-loaded Autologous Dendritic Cells
C176772,Autologous Anti-CD20 CAR T-cells C-CAR066
C177437,Anti-TYRP1/CD3 T-cell Engager RO7293583
C180518,ALVAC gp100 Vaccine
C180529,Autologous Anti-MART-1 F5 TCR Tumor Infiltrating Lymphocytes
C186503,Encorafenib Regimen
C186649,Circumscribed Meningeal Melanocytic Neoplasm
C188684,MicroRNA Let-7b-5p
C189867,Nivolumab/Relatlimab Regimen
C1953,Recombinant Interferon Alfa-2b
C198666,Ipilimumab/Nivolumab Followed by Nivolumab Regimen
C204767,Lifileucel Regimen
C208264,pT2d TNM Finding
C213198,Dysplastic Nevus
C214249,FACT-M Version 4 - I Have Nausea
C214252,FACT-M Version 4 - Bothered by Treatment Side Effect
C214255,FACT-M Version 4 - I Feel Close to My Friends
C214257,FACT-M Version 4 - I Get Support From My Friends
C214260,FACT-M Version 4 - I Feel Close to My Partner
C214267,FACT-M Version 4 - Worry My Condition Will Get Worse
C214284,FACT-M Version 4 - I Have Aches and Pains My Bones
C214289,FACT-M Version 4 - Have Difficulty Thinking Clearly
C214303,FACT-M Version 4 - Additional Concern Subscale Score
C214306,FACT-M Version 4 - FACT-G Total Score
C222756,Nasopharyngeal Carcinoma by AJCC v9 Stage
C224017,Oropharyngeal (HPV-Associated) Cancer TNM Finding v9
C224052,Oropharyngeal (HPV-Associated) Carcinoma by AJCC v9 Clinical Stage
C23027,Cytokeratin-18 Staining Method
C2401,Tyrosinase Peptide
C2406,gp209-2M Antigen
C2596,MAGE-12 Peptide Vaccine
C26450,Monoclonal Antibody GD2 Anti-Idiotype Vaccine
C26881,Solar Lentigo
C2757,gp100 Adenovirus Vaccine
C2762,gp100-Pulsed Peripheral Blood Mononuclear Cell
C2768,gp100:44-59
C2805,Recombinant Fowlpox-Mgp100 Vaccine
C28055,Stage IVC
C28549,Synchrovax SEM Plasmid DNA Vaccine
C29203,Monoclonal Antibody 8.2 F(ab)
C29204,Monoclonal Antibody 9.2.27 F(ab)
C29349,Pentamidine Isethionate
C29856,Thiouracil
C3027,Esophageal Disorder
C3142,Iris Neoplasm
C3572,Malignant Spinal Cord Neoplasm
C3814,Metastatic Malignant Neoplasm in the Leptomeninges
C411,Dacarbazine
C4585,Metastatic Malignant Neoplasm in the Spinal Cord
C4767,Malignant Eye Neoplasm
C47704,Riluzole
C48634,HLA-B44-Restricted Tyrosinase Peptide
C48712,N2b TNM Finding
C49042,gp100:280-288(288V) Peptide Vaccine
C49364,APAF1 wt Allele
C51194,BRAF wt Allele
C517,Ganciclovir
C51978,Recombinant Vaccinia-Mgp100 Vaccine
C61498,RFT5-dgA Immunotoxin IMTOX25
C62598,CHP-NY-ESO-1 Peptide Vaccine IMF-001
C63525,CVD Regimen
C63546,Fresolimumab
C67089,DNA Vector pPRA-PSM Vaccine
C6970,Melanotic Schwannoma
C7058,Melanocytic Neoplasm
C73999,ALVAC-MART-1 Vaccine
C7509,Metastatic Malignant Neoplasm in the Thyroid Gland
C7584,Dysplastic Nevus Syndrome
C78136,EGF A61G Allele
C78478,Astuprotimut-R
C80726,MIR222 Gene
C8543,Metastatic Malignant Neoplasm in the Pancreas
C89163,Penile Cancer TNM Finding v7
C90569,HLA-A2-Binding TYR/MART-1/gp100 Multipeptide-Pulsed Autologous Dendritic Cell Vaccine
C91384,Flanvotumab
C91767,LLGL1 wt Allele
C94208,Tebentafusp
C94811,Clark Level Finding
C95741,MELITAC 12.1 Peptide Vaccine
C96041,Melan-A/MAGE-3.DP4 Peptide Vaccine
C97035,MAGE-A3 Reactive T Cell Receptor-transduced Autologous T Cells
C99114,TRP2 mRNA-electroporated Autologous Langerhans-type Dendritic Cell Vaccine
C99129,AIM2(-1)/HT001(-1)/TAF1B(-1) Frameshift Peptide Vaccine
C36114,Non-Melanomatous Lesion
C111025,Extravascular Matrix Loops
C111683,MART-1 Reactive CD8+ T-lymphocytes
C116711,Autologous MAGE-A3-specific HLA-A*01-Restricted T Cell Receptor Gene Engineered Lymphocytes
C116848,Anti-PRAME Immunotherapeutic GSK2302032A
C117184,MDA-MB-435
C117189,SK-MEL-28
C118359,Endoresection
C118367,NY-ESO-1/MAGE-A4/PRAME/Survivin/SSX2-specific Autologous Cytotoxic T Lymphocytes
C122396,Tetravalent RNA-lipoplex Cancer Vaccine BNT111
C123817,Donor-derived WT1/PRAME/NY-ESO-1/Survivin-specific T-lymphocytes
C124054,Multi-glioblastoma-peptide-targeting Autologous Dendritic Cell Vaccine ICT-107
C12984,Interval Lymph Node
C131287,KLH/NY-ESO-1/MART-1 Peptide-pulsed Dendritic Cell Vaccine
C132656,Cervical Lymph Nodes and Unknown Primary Tumors TNM Finding v8
C132792,Nasopharyngeal Cancer TNM Finding v8
C133024,Nasal Cavity and Paranasal Sinuses Cancer TNM Finding v8
C133787,Anal Canal Cancer by AJCC v6 and v7 Stage
C139590,Vulvar Cancer TNM Finding v8
C140428,Urethral Cancer TNM Finding v8
C140470,Eyelid Carcinoma TNM Finding v8
C140884,Graded Prognostic Assessment Score
C142814,Autologous Dendritic Cells Pulsed with MART-1 (26-35) Peptide
C143033,APOBEC1 Complementation Factor
C143079,S100A7 wt Allele
C143091,PRPF40B wt Allele
C159278,Microsatellitosis
C159984,Nab-paclitaxel Regimen
C160020,Dasatinib Regimen
C160531,Cisplatin/Temozolomide Regimen
C160804,Aldesleukin Regimen
C160814,Talimogene Laherparepvec Regimen
C165519,Microbiome SER-401
C165704,Post-Radiation Atypical Vascular Lesion
C175738,Afamitresgene Autoleucel
C179275,Autologous MAGE-C2-specific HLA-A2-restricted TCR T-lymphocytes
C179658,Fluorine F 18-PEG3-FPN
C180517,Autologous Anti-gp100:154-162 TCR Tumor Infiltrating Lymphocytes
C181945,Racial Melanosis
C186474,Atezolizumab/Cobimetinib/Vemurafenib Regimen
C186731,Oral Nevus
C187047,Autologous PBMC-derived Engineered Leukocyte Immunostimulatory Cells-activated Effector Cells
C189056,Anti-HLA-A2-MAGE-A4/Anti-CD3 Bispecific Antibody RO7444973
C192209,Tonobafusp Alfa
C192671,Hereditary Tumor Syndrome Associated with Homologous Recombination Pathway Mutations
C1939,GAGE
C198668,Low-dose Ipilimumab/Pembrolizumab Regimen
C199480,Lead Pb 212-VMT01
C201132,Autologous Anti-MAGE-A1 TCR-engineered T-cells TSC-204-C0702
C203760,Dabrafenib/Pembrolizumab/Trametinib Regimen
C205057,Uveal Melanocytic Neoplasm
C207759,Anal Cancer TNM Finding v9
C211840,Extrascleral Extension Present Indicator
C213094,Benign Epithelial Melanosis of the Conjunctiva
C214251,FACT-M Version 4 - I Have Pain
C214266,FACT-M Version 4 - I Worry About Dying
C214269,FACT-M Version 4 - My Work Is Fulfilling
C214270,FACT-M Version 4 - I Am Able to Enjoy Life
C214273,FACT-M Version 4 - Enjoy Things I Usually Do for Fun
C214278,FACT-M Version 4 - I Have Been Short of Breath
C214280,FACT-M Version 4 - I Get Headaches
C214295,FACT-M Version 4 - Swelling Keeps From Doing Things
C214298,FACT-M Version 4 - Good Range of Movement in Arm or Leg
C214304,FACT-M Version 4 - Additional Concern Surgery Score
C214305,FACT-M Version 4 - Trial Outcome Index Score
C215289,Anzutresgene Autoleucel
C222251,POT1 Tumor Predisposition Syndrome
C222544,Berahyaluronidase Alfa and Pembrolizumab Regimen
C224060,Oropharyngeal (HPV-Associated) Carcinoma by AJCC v9 Pathologic Stage
C224068,Salivary Gland Cancer TNM Finding v9
C224096,Salivary Gland Cancer by AJCC v9 Stage
C224702,T1d TNM Finding
C2400,GD2-KLH Vaccine
C2436,Monoclonal Antibody A1G4 Anti-Idiotype Vaccine
C26680,NY-ESO-B
C26767,Eye Disorder
C26908,Uveal Disorder
C27383,Meningeal Carcinomatosis
C2754,ESO-1:157-165(165V) Peptide
C2759,Human gp100 Plasmid DNA Vaccine
C2774,MART-1 Vaccinia Vaccine
C27987,Ultraviolet B Radiation
C2806,Recombinant Fowlpox-gp100p209
C2810,SB-AS02B Adjuvant
C28775,ESO-1 (161-180) Peptide Vaccine
C28784,27-35(27L):MART-1 Peptide
C29187,MAGE-1 Vaccinia Contaminated with BVDV
C29206,Monoclonal Antibody 96.5 F(ab)
C29276,NA17 Peptide (Amino acid sequence VLPDVFIRCV)
C2961,Conjunctival Neoplasm
C34468,Choroid Disorder
C38120,ESO-1 Reactive Autologous Tumor Infiltrating Lymphocyte
C38126,Betulinic Acid
C38143,Baloramotide
C4554,Malignant Iris Neoplasm
C45978,Fungating Mass
C4751,Cutaneous Pigmented Spindle Cell Nevus
C48419,Recombinant Vaccinia-NY-ESO-1 Vaccine
C48632,MAGE-3.A1 Peptide Vaccine
C48707,N1a TNM Finding
C48714,N3 TNM Finding
C48724,T2 TNM Finding
C48786,N2 TNM Finding
C51372,CXCR2 wt Allele
C54393,BRMS1 wt Allele
C54438,PMEL wt Allele
C61311,B-Raf/VEGFR-2 Inhibitor RAF265
C63782,Dacarbazine/Interferon Alfa Regimen
C67098,Synthetic Peptides E-PRA And E-PSM Vaccine
C68558,CHD5 wt Allele
C68839,Xenogeneic Tyrosinase DNA Vaccine
C70585,MITF wt Allele
C7161,Cutaneous Melanocytic Neoplasm
C71748,Autologous Anti-gp100:154-162 T-Cell Receptor Gene-Engineered Peripheral Blood Lymphocytes
C7479,Metastatic Malignant Neoplasm in the Esophagus
C7481,Malignant Gallbladder Neoplasm
C77089,Hartley Albino Hairless Guinea Pig
C77971,Immunotherapy Regimen MKC-1106-MT
C78449,Glembatumumab Vedotin
C79832,ALVAC(2)-NY-ESO-1 (M)/TRICOM Vaccine
C81825,MIRLET7A1 wt Allele
C81826,MIRLET7A3 wt Allele
C82988,S-100 Immunohistochemistry Staining Method
C84520,Glembatumumab
C84854,MAGE-A1/MAGE-A3/NY-ESO-1 Peptides Vaccine
C84872,Non-Small Cell Lung Cancer mRNA-Derived Vaccine CV9201
C92586,Recombinant PRAME Protein Plus AS15 Adjuvant GSK2302025A
C92591,BRAF(V600E) Kinase Inhibitor RO5212054
C92980,Microstaging
C9498,Melanocytoma
C95298,CDK8 wt Allele
C96042,NA-17/MAGE-3.A2/NY-ESO-1 Peptide Vaccine
C98147,GRIN2A wt Allele
C98180,SPRY4-IT1 wt Allele
C101364,KCNMA1 wt Allele
C10303,CDB Regimen
C107159,MART-1/gp100/Tyrosinase/MAGE-A3 Peptides-loaded Irradiated Allogeneic Plasmacytoid Dendritic Cells
C107167,pIRS2 Phosphopeptide-tetanus Peptide Vaccine
C107168,pBCAR3/pIRS2-Phosphopeptide-tetanus Peptide Vaccine
C1110,Ganglioside GD2
C117190,SK-MEL-5
C117191,UACC-257
C118358,Exoresection
C118973,Genetically-modified MAGE-A3-expressing MG1 Maraba Virus Vaccine
C119614,MAGE-A3-expressing Adenovirus Type 5 Vaccine
C120129,NY-ESO-1/MART-1 Peptide-pulsed Dendritic Cell Vaccine
C120183,Eltrapuldencel-T
C123428,Naxitamab
C123649,MAGE-A3-specific Immunotherapeutic GSK 2132231A
C128029,PRAME-targeting T-cell Receptor/Inducible Caspase 9 BPX-701
C153083,Autologous CD8+ SLC45A2-specific T Lymphocytes
C154272,Ipilimumab/Nivolumab Regimen
C154326,Binimetinib/Encorafenib Regimen
C154327,Cobimetinib/Vemurafenib Regimen
C155849,mySmartCheck
C1570,Dinutuximab
C157051,Ipilimumab/Talimogene Laherparepvec Regimen
C157710,Recombinant Vesicular Stomatitis Virus-expressing Interferon-beta and Tyrosinase Related Protein 1
C158511,Polidocanol
C160013,Crizotinib Regimen
C160091,Nilotinib Regimen
C160102,Paclitaxel Regimen
C160796,Binimetinib Regimen
C162462,Anti-MAGE-A4 T-cell Receptor/Anti-CD3 scFv Fusion Protein IMC-C103C
C162764,WT1/PRAME/Survivin-specific Cytotoxic T-lymphocytes
C170976,Anti-PRAME T-cell Receptor/Anti-CD3 scFv Fusion Protein IMC-F106C
C187245,Ripretinib Regimen
C188170,Lead Pb 203-VMT01
C188171,Gallium Ga 68-VMT02
C188301,M1d TNM Finding
C188985,Autologous Anti-PRAME TCR/CD8alphabeta-expressing T-cells IMA203CD8
C190693,Actinium Ac 225-DOTA-MTI-201
C192893,BRCA Gene Family
C204514,WNT-Activated Deep Penetrating/Plexiform Melanocytoma (Nevus)
C204977,Conjunctival Melanocytic Neoplasm
C207656,Vulvar Cancer TNM Finding v9
C210490,Atezolizumab and Recombinant Human Hyaluronidase Regimen
C214258,FACT-M Version 4 - My Family Has Accepted My Illness
C214259,FACT-M Version 4 - Satisfied Communication Illness
C214261,FACT-M Version 4 - I Am Satisfied With My Sex Life
C214264,FACT-M Version 4 - Losing Hope Against Illness
C214271,FACT-M Version 4 - I Have Accepted My Illness
C214272,FACT-M Version 4 - I Am Sleeping Well
C214274,FACT-M Version 4 - Content With Quality of My Life
C214281,FACT-M Version 4 - I Have Had Fevers
C214282,FACT-M Version 4 - Swelling or Cramps in Stomach Area
C214283,FACT-M Version 4 - I Have a Good Appetite
C214285,FACT-M Version 4 - I Have Noticed Blood in My Stool
C214299,FACT-M Version 4 - Physical Subscale Score
C214300,FACT-M Version 4 - Social/Family Subscale Score
C215678,Metastatic Malignant Neoplasm in the Endocrine Glands
C222239,PRAME mRNA Vaccine mRNA-4203
C2227,Monoclonal Antibody 4B5 Anti-Idiotype Vaccine
C2382,Mitumomab
C2432,Vitespen
C2462,Radioactive Iodine
C2650,Synchrotope TA2M Plasmid DNA Vaccine
C26695,Anal Disorder
C2680,NA17.A2 Peptide Vaccine
C2681,MAGE-10.A2
C2723,MAGE-12: 170-178 Peptide
C2748,D1/3-Mage-3-His Fusion Protein
C2764,gp100:154-162 Peptide Vaccine
C2772,MART-1:26-35(27L) Peptide Vaccine
C2815,TRP-2: 180-188 Peptide
C2816,TRP1(0RF3):1-9 Peptide
C29197,Monoclonal Antibody 1.4 F(ab)
C29200,Monoclonal Antibody 48.7 F(ab)
C29511,TriGem
C29555,gp100 Protein (184V)
C29566,Recombinant Vaccinia-gp100:209-217
C3437,Vaginal Neoplasm
C3443,Vulvar Neoplasm
C36101,BRCA2-Related Hereditary Breast and Ovarian Cancer Syndrome
C38124,gp100-Reactive Autologous Peripheral Blood Lymphocyte
C40000,Ovarian Dermoid Cyst with Secondary Melanocytic Lesion
C40335,Vulvar Melanocytic Neoplasm
C40351,Breast Carcinoma with Melanotic Features
C4661,Central Nervous System Melanocytic Neoplasm
C4758,Metastatic Malignant Neoplasm in the Liver
C48398,Ingenol Mebutate
C48630,Tyrosinase:146-156 Peptide
C48703,M1c TNM Finding
C48713,N2c TNM Finding
C49022,gp100:209-217(210M) Peptide Vaccine
C51188,AKT3 wt Allele
C51739,AXL wt Allele
C52069,DEK wt Allele
C61095,Ecromeximab
C61495,Melan-A VLP Vaccine
C62452,NY-ESO-1 Plasmid DNA Cancer Vaccine pPJV7611
C63781,Dartmouth Regimen
C68999,NY-ESO-1b Peptide Vaccine
C80042,Anti-GD2 Monoclonal Antibody hu14.18K322A
C80702,MIRLET7B Gene
C91088,Autologous IL-21-Modulated CD8+ MART1-Specific T Cells
C91710,MAGE-A3 Peptide Vaccine
C95903,Metastatic Malignant Neoplasm in the Stomach
C9629,POCC Regimen
C9951,Carmustine/Dacarbazine/Hydroxyurea Regimen
C4224,Melanoma In Situ
C5505,Central Nervous System Melanoma
C60471,Rat Malignant Uveal Melanoma
C9342,Spindle Cell Intraocular Melanoma
C37815,Incomplete Freund's Adjuvant/Peptide 946 Melanoma Vaccine/Tetanus Peptide Melanoma Vaccine
C27264,Hereditary Atypical Mole Melanoma Syndrome
C49086,Allogeneic Melanoma Cell-Loaded Dendritic Cell Vaccine
C20351,MAGE Family A Gene
C17878,Melan-A
C9499,Melanomatosis
C2612,ESO-1 Peptide Vaccine
C63784,DTIC-BCNU-Cisplatin Regimen
C29947,Recombinant Vaccinia-Tyrosinase
C2427,Dendritic Cell-G9-209-2M Peptide Vaccine
C29671,G Protein-Coupled Receptor 54
C91714,Immunotherapeutic GSK1572932A
C138107,Autologous Genetically-modified MAGE-A4 C1032 T Cells
C23914,Murine Interval Lymph Node
